ticker,peer_string,peer_list
USAK,"HTLD,KNX,PTSI,MRTN,WERN,RRTS","['HTLD', 'KNX', 'PTSI', 'MRTN', 'WERN', 'RRTS']"
USAP,"CRS,FRD,NUE,WOR,HAYN,ATI,CMC,SIM,PAZRIO-CO","['CRS', 'FRD', 'NUE', 'WOR', 'HAYN', 'ATI', 'CMC', 'SIM', 'PAZRIO-CO']"
USAS,"PAAS,RJKAF,PAL,PE&OLES","['PAAS', 'RJKAF', 'PAL', 'PE&OLES']"
USAU,"OR-CA,OPW-CA,ORA-CA,ORE-CA","['OR-CA', 'OPW-CA', 'ORA-CA', 'ORE-CA']"
USB,"WFC,BAC,C,GSBC,NBHC","['WFC', 'BAC', 'C', 'GSBC', 'NBHC']"
USCR,"MLM,EXP,VMC,CX","['MLM', 'EXP', 'VMC', 'CX']"
USDP,"CSX,NSC,UNP,KSU","['CSX', 'NSC', 'UNP', 'KSU']"
USEG,"MCF,WLL,TC,ESTE,NOG,PARR,BCEI","['MCF', 'WLL', 'TC', 'ESTE', 'NOG', 'PARR', 'BCEI']"
USFD,"MYT,USFD,WDRP,LUSI","['MYT', 'USFD', 'WDRP', 'LUSI']"
USLM,"MLM,VMC,EXP,XOM,EOG","['MLM', 'VMC', 'EXP', 'XOM', 'EOG']"
USM,"SPOK,TDS,SHEN,TMUS,T,VZ,TWER","['SPOK', 'TDS', 'SHEN', 'TMUS', 'T', 'VZ', 'TWER']"
USNA,"NATR,NUS,REV,PRPH,RELV,CYAN,MTEX,HLF,IPAR","['NATR', 'NUS', 'REV', 'PRPH', 'RELV', 'CYAN', 'MTEX', 'HLF', 'IPAR']"
USPH,"SEM,ACHC,DVA,AAC","['SEM', 'ACHC', 'DVA', 'AAC']"
USWS,"PSI-CA,RCON,OIS,OII","['PSI-CA', 'RCON', 'OIS', 'OII']"
USX,"TCAN-CA,SVLT,SNDR,TFII-CA","['TCAN-CA', 'SVLT', 'SNDR', 'TFII-CA']"
UTF,,['']
UTG,,['']
UTHR,"LLY,GILD,TEVA,PFE,BAX,CYTK,GSK,CAH","['LLY', 'GILD', 'TEVA', 'PFE', 'BAX', 'CYTK', 'GSK', 'CAH']"
UTI,"LINC,ESI,FC,STRA,LTRE","['LINC', 'ESI', 'FC', 'STRA', 'LTRE']"
UTL,"NWE,PEG,ED,NI","['NWE', 'PEG', 'ED', 'NI']"
UTMD,"MMSI,COO,TFX,JNJ,CNMD","['MMSI', 'COO', 'TFX', 'JNJ', 'CNMD']"
UTSI,"ADTN,WSTL,CSCO,NTGR","['ADTN', 'WSTL', 'CSCO', 'NTGR']"
UUU,"NSSC,ADT,DBD,MACE,WELX,MAGS","['NSSC', 'ADT', 'DBD', 'MACE', 'WELX', 'MAGS']"
UUUU,"URG,JETMF,DNN,MVI.H","['URG', 'JETMF', 'DNN', 'MVI.H']"
UVE,"HRTG,STFC,UIHC,ERIE,HCI,ORI,FNHC,NSEC,HTH,KINS","['HRTG', 'STFC', 'UIHC', 'ERIE', 'HCI', 'ORI', 'FNHC', 'NSEC', 'HTH', 'KINS']"
UVSP,"STBA,FNB,ACNB,BXS,MTB,NWFL,BMTC,CZNC,PWOD","['STBA', 'FNB', 'ACNB', 'BXS', 'MTB', 'NWFL', 'BMTC', 'CZNC', 'PWOD']"
UVV,"PM,MO,VGR,SWM,BTI","['PM', 'MO', 'VGR', 'SWM', 'BTI']"
UXIN,"RBZHF,QRTEB,PTS-CA,REAL","['RBZHF', 'QRTEB', 'PTS-CA', 'REAL']"
V,"MA,UEPS,WEX,EBAY,FIS","['MA', 'UEPS', 'WEX', 'EBAY', 'FIS']"
VAC,"H,MAR,HLT,DIS","['H', 'MAR', 'HLT', 'DIS']"
VALE,"BBL,RIO,BHP,CLF,MT,CSNA3-BR,SID","['BBL', 'RIO', 'BHP', 'CLF', 'MT', 'CSNA3-BR', 'SID']"
VALU,"MDP,TRI,LEE,MORN,FDS,NWSA","['MDP', 'TRI', 'LEE', 'MORN', 'FDS', 'NWSA']"
VAPO,"VGR,MO,PM,GLLA","['VGR', 'MO', 'PM', 'GLLA']"
VBF,,['']
VBFC,"ESXB,BOTJ,SCSG,PEBK","['ESXB', 'BOTJ', 'SCSG', 'PEBK']"
VBIV,"ONTX,MYGN,CBPO,CRIS","['ONTX', 'MYGN', 'CBPO', 'CRIS']"
VBLT,"ISR,ATRA,KBPH,CMRX","['ISR', 'ATRA', 'KBPH', 'CMRX']"
VBTX,"NECB,GLBZ,WNRP,FSRL","['NECB', 'GLBZ', 'WNRP', 'FSRL']"
VC,"MGA,SRI,JCI,LEA","['MGA', 'SRI', 'JCI', 'LEA']"
VCEL,"ECTE,RPRX,NEOG,INIS","['ECTE', 'RPRX', 'NEOG', 'INIS']"
VCF,,['']
VCNX,"ORTH-CA,OTIC,OTLC,ORIC","['ORTH-CA', 'OTIC', 'OTLC', 'ORIC']"
VCRA,"CLRO,PLT,HRC,INVT,HPQ,CSCO","['CLRO', 'PLT', 'HRC', 'INVT', 'HPQ', 'CSCO']"
VCTR,"PBIC-CA,PHCF,PAX,ORCC","['PBIC-CA', 'PHCF', 'PAX', 'ORCC']"
VCV,,['']
VCYT,"EXAS,BIOC,MYGN","['EXAS', 'BIOC', 'MYGN']"
VEC,"HCKT,CRAI,HURN,ATTO","['HCKT', 'CRAI', 'HURN', 'ATTO']"
VECO,"AMAT,IVAC,LRCX,CREE,AXTI,GTAT,CAJ,CVV","['AMAT', 'IVAC', 'LRCX', 'CREE', 'AXTI', 'GTAT', 'CAJ', 'CVV']"
VEDL,"CCJ,CLF,STLD,ATI","['CCJ', 'CLF', 'STLD', 'ATI']"
VEEV,"CSLT,MODN,NUAN,CERN,CPSI,HSTM,MSFT","['CSLT', 'MODN', 'NUAN', 'CERN', 'CPSI', 'HSTM', 'MSFT']"
VEON,"SKM,SPOK,SITESB-1,SHEN","['SKM', 'SPOK', 'SITESB-1', 'SHEN']"
VER,"OPI,OLP,OHI,PARAUCO-CL","['OPI', 'OLP', 'OHI', 'PARAUCO-CL']"
VERI,"PROM,SITOQ,SPN-CA,SPRZ","['PROM', 'SITOQ', 'SPN-CA', 'SPRZ']"
VERU,"ONTX,ONPH,OILS-CA,OPK","['ONTX', 'ONPH', 'OILS-CA', 'OPK']"
VET,"ERF,IMO,CNQ,XOM,HSE,SU","['ERF', 'IMO', 'CNQ', 'XOM', 'HSE', 'SU']"
VFC,"RL,HBI,NKE,PVH,GIL,VNCE,GIL-CA,ICON","['RL', 'HBI', 'NKE', 'PVH', 'GIL', 'VNCE', 'GIL-CA', 'ICON']"
VFL,,['']
VG,"CNSL,IDT,EGHT,VZ,TU,T,BCE","['CNSL', 'IDT', 'EGHT', 'VZ', 'TU', 'T', 'BCE']"
VGI,,['']
VGM,,['']
VGR,"PM,MO,BTI,XXII","['PM', 'MO', 'BTI', 'XXII']"
VGZ,"PZG,RGLD,NEM,GDRZF,LODE,HL,GSS,JAG-CA,GSC-CA","['PZG', 'RGLD', 'NEM', 'GDRZF', 'LODE', 'HL', 'GSS', 'JAG-CA', 'GSC-CA']"
VHC,"ZIXI,QLYS,MSFT,PFPT,CTXS","['ZIXI', 'QLYS', 'MSFT', 'PFPT', 'CTXS']"
VHI,"NL,KRO,HUN,BAK,ECOL,PESI,CIX,TORM,BRKM3-BR,SWK","['NL', 'KRO', 'HUN', 'BAK', 'ECOL', 'PESI', 'CIX', 'TORM', 'BRKM3-BR', 'SWK']"
VIAV,"VCRA,VIAV,SKVY,RSKIA","['VCRA', 'VIAV', 'SKVY', 'RSKIA']"
VICI,"OPI,OLP,OHI,PARAUCO-CL","['OPI', 'OLP', 'OHI', 'PARAUCO-CL']"
VICR,"IIN,CTS,DPW,CSCO,QBAK","['IIN', 'CTS', 'DPW', 'CSCO', 'QBAK']"
VIOT,"VIOT,THR,DOME3-AR,DEER","['VIOT', 'THR', 'DOME3-AR', 'DEER']"
VIPS,"JD,AMZN,EBAY,RL,EXPR,LITB,GPS","['JD', 'AMZN', 'EBAY', 'RL', 'EXPR', 'LITB', 'GPS']"
VIRC,"MLHR,FLXS,KEQU,SCS,HNI,KNL,LEG,JCI","['MLHR', 'FLXS', 'KEQU', 'SCS', 'HNI', 'KNL', 'LEG', 'JCI']"
VIRT,"RJF,SCHW,BGCP,ORC","['RJF', 'SCHW', 'BGCP', 'ORC']"
VIV,"PT,DTEGY,TEO,AMX,OIBR3-BR","['PT', 'DTEGY', 'TEO', 'AMX', 'OIBR3-BR']"
VIVE,"PECN,PEYE,PHG,PAVM","['PECN', 'PEYE', 'PHG', 'PAVM']"
VIVO,"QDEL,TMO,BDX,HOLX,BGMD","['QDEL', 'TMO', 'BDX', 'HOLX', 'BGMD']"
VJET,"DDD,PRLB,XONE","['DDD', 'PRLB', 'XONE']"
VKI,,['']
VKQ,,['']
VKTX,"RARE,REPH,ENZN,RGEN","['RARE', 'REPH', 'ENZN', 'RGEN']"
VLGEA,"WMK,SPTN,KR,IMKTA,QKLS","['WMK', 'SPTN', 'KR', 'IMKTA', 'QKLS']"
VLO,"HFC,CVI,MPC,PSX,PBF,DK,CLMT","['HFC', 'CVI', 'MPC', 'PSX', 'PBF', 'DK', 'CLMT']"
VLRS,"AAL,ALK,CPA,UAL,DAL,GOL","['AAL', 'ALK', 'CPA', 'UAL', 'DAL', 'GOL']"
VLT,,['']
VLY,"LBAI,MTB,UEIC,PKBK,PGC,UNTY,SHCAY","['LBAI', 'MTB', 'UEIC', 'PKBK', 'PGC', 'UNTY', 'SHCAY']"
VMC,"MLM,CRH,MDU,CX,MAS,HCMLY,AWI","['MLM', 'CRH', 'MDU', 'CX', 'MAS', 'HCMLY', 'AWI']"
VMI,"ROCK,NWPX,AWI,GIFI,OFLX,NOV,SSD,IIIN,APOG","['ROCK', 'NWPX', 'AWI', 'GIFI', 'OFLX', 'NOV', 'SSD', 'IIIN', 'APOG']"
VMM,,['']
VMO,,['']
VMW,"CTXS,IBM,MSFT,GOOGL,HPQ,ORCL,CSCO","['CTXS', 'IBM', 'MSFT', 'GOOGL', 'HPQ', 'ORCL', 'CSCO']"
VNCE,"VFC,PVH,GIII,EXPR","['VFC', 'PVH', 'GIII', 'EXPR']"
VNDA,"NVS,LLY,JNJ,BMY,PFE,TTNP,MRK","['NVS', 'LLY', 'JNJ', 'BMY', 'PFE', 'TTNP', 'MRK']"
VNE,"NSANY,SHYF,NKLA,NIO","['NSANY', 'SHYF', 'NKLA', 'NIO']"
VNET,"BIDU,EQIX,CATM","['BIDU', 'EQIX', 'CATM']"
VNO,"LB,KSS,BA,LOW,HD,GOOGL","['LB', 'KSS', 'BA', 'LOW', 'HD', 'GOOGL']"
VNOM,"EPM,CNQ,CPE,OXY","['EPM', 'CNQ', 'CPE', 'OXY']"
VNRX,"BDPT,APDN,AMEH,DGJI","['BDPT', 'APDN', 'AMEH', 'DGJI']"
VNTR,"TORM,TROX,VNTR,RDGL","['TORM', 'TROX', 'VNTR', 'RDGL']"
VOC,"MVO,DMLP,RCAR,CHKR","['MVO', 'DMLP', 'RCAR', 'CHKR']"
VOD,"TEF,ORAN,PT","['TEF', 'ORAN', 'PT']"
VOXX,"MSN,LOGI,PHG,BBY,KOSS,ROFO","['MSN', 'LOGI', 'PHG', 'BBY', 'KOSS', 'ROFO']"
VOYA,"MFC,AFL,RGA,CNO","['MFC', 'AFL', 'RGA', 'CNO']"
VPG,"TER,ITW,MTD,VSH,CTS,AME","['TER', 'ITW', 'MTD', 'VSH', 'CTS', 'AME']"
VPV,,['']
VRA,"SHOO,DIS,GIL,UA","['SHOO', 'DIS', 'GIL', 'UA']"
VRAY,"VOTI-CA,VRAY,VREX,NNOX","['VOTI-CA', 'VRAY', 'VREX', 'NNOX']"
VRCA,"ONTX,ONPH,OILS-CA,OPK","['ONTX', 'ONPH', 'OILS-CA', 'OPK']"
VREX,"VOTI-CA,VRAY,VREX,NNOX","['VOTI-CA', 'VRAY', 'VREX', 'NNOX']"
VRNA,"NWBO,NRC,NYMX,OMMH","['NWBO', 'NRC', 'NYMX', 'OMMH']"
VRNS,"IBM,SPLK,TDC,PRO,MSTR","['IBM', 'SPLK', 'TDC', 'PRO', 'MSTR']"
VRNT,"NICE,PEGA,ORCL,CRM,EGAN,HON","['NICE', 'PEGA', 'ORCL', 'CRM', 'EGAN', 'HON']"
VRRM,"PINFRAL-MX,TPIS3-BR,VRRM,NORVIBC1-PE","['PINFRAL-MX', 'TPIS3-BR', 'VRRM', 'NORVIBC1-PE']"
VRS,"GLT,UFS,RFP,NP,WPP,CLW,SPPJY,AVY","['GLT', 'UFS', 'RFP', 'NP', 'WPP', 'CLW', 'SPPJY', 'AVY']"
VRSK,"CLGX,FICO,CRD.B","['CLGX', 'FICO', 'CRD.B']"
VRSN,"AKAM,IBM,BLIN,T,VZ,TCX","['AKAM', 'IBM', 'BLIN', 'T', 'VZ', 'TCX']"
VRTS,"CNS,CG,AB,APAM","['CNS', 'CG', 'AB', 'APAM']"
VRTV,"GTLS,CREG,XONE,MIDD","['GTLS', 'CREG', 'XONE', 'MIDD']"
VRTX,"GILD,ABBV,MRK,BMY,JNJ,ENZN,ENTA","['GILD', 'ABBV', 'MRK', 'BMY', 'JNJ', 'ENZN', 'ENTA']"
VSAT,"CMTL,SATS,LORL,TRMB,GILT,DISH,GD","['CMTL', 'SATS', 'LORL', 'TRMB', 'GILT', 'DISH', 'GD']"
VSEC,"KTOS,TDY,NOC,LMT,GD","['KTOS', 'TDY', 'NOC', 'LMT', 'GD']"
VSH,"DIOD,STM,AOSL,IFNNY","['DIOD', 'STM', 'AOSL', 'IFNNY']"
VST,"MNTK,MXG-CA,NRG,MGEE","['MNTK', 'MXG-CA', 'NRG', 'MGEE']"
VSTM,"CRIS,IMUC,PFE,LH,GSK","['CRIS', 'IMUC', 'PFE', 'LH', 'GSK']"
VSTO,"ELY,BC,CENTA,POOL","['ELY', 'BC', 'CENTA', 'POOL']"
VTA,,['']
VTGN,"ORTH-CA,OTIC,OTLC,ORIC","['ORTH-CA', 'OTIC', 'OTLC', 'ORIC']"
VTIQ,"MRAC,MSB,NDACU,NEBC","['MRAC', 'MSB', 'NDACU', 'NEBC']"
VTIQW,,['']
VTN,,['']
VTNR,"PESI,CLH,BNET,ECOL,HCCI","['PESI', 'CLH', 'BNET', 'ECOL', 'HCCI']"
VTR,"BKD,HTA,KRC,KIM","['BKD', 'HTA', 'KRC', 'KIM']"
VTSI,"ELSE,HON,CLIR,CGNX,MKSI,SMIT,EMR,HURC","['ELSE', 'HON', 'CLIR', 'CGNX', 'MKSI', 'SMIT', 'EMR', 'HURC']"
VTVT,"ONTX,ONPH,OILS-CA,OPK","['ONTX', 'ONPH', 'OILS-CA', 'OPK']"
VUZI,"HURC,SSYS,MRCY,STX","['HURC', 'SSYS', 'MRCY', 'STX']"
VVI,"TRIP,CELP,Z,BAH","['TRIP', 'CELP', 'Z', 'BAH']"
VVPR,"PNM,PNW,PSPW,PSWW","['PNM', 'PNW', 'PSPW', 'PSWW']"
VVR,,['']
VVV,"PTTN,PQE-CA,SPB-CA,SPH","['PTTN', 'PQE-CA', 'SPB-CA', 'SPH']"
VXRT,"NWBO,NRC,NYMX,OMMH","['NWBO', 'NRC', 'NYMX', 'OMMH']"
VYGR,"ORTH-CA,OTIC,OTLC,ORIC","['ORTH-CA', 'OTIC', 'OTLC', 'ORIC']"
VZ,"T,TMUS,SHEN,DTEGY,TDS,USM,VOD,SPOK,GOOGL,AAPL","['T', 'TMUS', 'SHEN', 'DTEGY', 'TDS', 'USM', 'VOD', 'SPOK', 'GOOGL', 'AAPL']"
W,"BOOT,CONN,PRTY,FLWS","['BOOT', 'CONN', 'PRTY', 'FLWS']"
WAB,"GBX,TRN,RAIL,GE","['GBX', 'TRN', 'RAIL', 'GE']"
WABC,"BSRR,CATY,HAFC","['BSRR', 'CATY', 'HAFC']"
WAFD,"BYFC,SMPL,TBNK,FSBW,RVSB,FFNW,BANC,TSBK","['BYFC', 'SMPL', 'TBNK', 'FSBW', 'RVSB', 'FFNW', 'BANC', 'TSBK']"
WAL,"ZION,GBCI,NBHC,CVBF,WFC,PBCT,FIBK","['ZION', 'GBCI', 'NBHC', 'CVBF', 'WFC', 'PBCT', 'FIBK']"
WASH,"BPFH,INDB,UNB,CNBKA,WBS,EBTC,BRKL,PNBK,NBN","['BPFH', 'INDB', 'UNB', 'CNBKA', 'WBS', 'EBTC', 'BRKL', 'PNBK', 'NBN']"
WAT,"PKI,TMO,MTD,BRKR,BIO,A,DHR,HBIO,GE","['PKI', 'TMO', 'MTD', 'BRKR', 'BIO', 'A', 'DHR', 'HBIO', 'GE']"
WATT,"RITT,MTSL,IDN,ALOT","['RITT', 'MTSL', 'IDN', 'ALOT']"
WB,"FB,SOHU,RENN,BIDU,FENG","['FB', 'SOHU', 'RENN', 'BIDU', 'FENG']"
WBA,"CVS,PETS,RAD,CJJD","['CVS', 'PETS', 'RAD', 'CJJD']"
WBAI,"IGT,SGMS,CHUY,CNK","['IGT', 'SGMS', 'CHUY', 'CNK']"
WBK,"C,TD,RY,CM,ANZBY,BCS,IBN,CM-CA,NABZY,SHG","['C', 'TD', 'RY', 'CM', 'ANZBY', 'BCS', 'IBN', 'CM-CA', 'NABZY', 'SHG']"
WBS,"WASH,BRKL,BWFG,INDB,FNLC,SAL,CNBKA,BPFH,CAC,PNBK","['WASH', 'BRKL', 'BWFG', 'INDB', 'FNLC', 'SAL', 'CNBKA', 'BPFH', 'CAC', 'PNBK']"
WBT,"ROSN,SXI,WBT,NORD3-BR","['ROSN', 'SXI', 'WBT', 'NORD3-BR']"
WCC,"GWW,HWCC,AVT,FAST,MSM,AIT,GPC,WSO","['GWW', 'HWCC', 'AVT', 'FAST', 'MSM', 'AIT', 'GPC', 'WSO']"
WCN,"WM,RSG,CLH,CWST,PESI,NES","['WM', 'RSG', 'CLH', 'CWST', 'PESI', 'NES']"
WD,"ASPS,LADR,DRE,HPP","['ASPS', 'LADR', 'DRE', 'HPP']"
WDAY,"PAYC,CRM,PAYX,PCTY,ADP,EFX,SAP","['PAYC', 'CRM', 'PAYX', 'PCTY', 'ADP', 'EFX', 'SAP']"
